Model,Holdout,bin,rows,fraud_rows,score_min,score_max,mean_score,observed_fraud_rate,abs_calibration_error
XGBoost[Raw all-history incumbent],full,1,5697,0,1.000000012e-07,1.200319559e-07,1.015770818e-07,0.0,1.015770818e-07
XGBoost[Raw all-history incumbent],full,2,5697,0,1.20032297e-07,3.006663292e-07,2.05420363e-07,0.0,2.05420363e-07
XGBoost[Raw all-history incumbent],full,3,5696,0,3.006663292e-07,5.903322062e-07,4.318019125e-07,0.0,4.318019125e-07
XGBoost[Raw all-history incumbent],full,4,5696,0,5.903643228e-07,1.051125651e-06,8.012233705e-07,0.0,8.012233705e-07
XGBoost[Raw all-history incumbent],full,5,5696,0,1.051215918e-06,1.826057542e-06,1.405782499e-06,0.0,1.405782499e-06
XGBoost[Raw all-history incumbent],full,6,5696,0,1.826541961e-06,3.161200311e-06,2.421540304e-06,0.0,2.421540304e-06
XGBoost[Raw all-history incumbent],full,7,5696,2,3.16169826e-06,5.817799774e-06,4.330098094e-06,0.000351124,0.000346793
XGBoost[Raw all-history incumbent],full,8,5696,0,5.817833426e-06,1.21926987e-05,8.468708109e-06,0.0,8.468708109e-06
XGBoost[Raw all-history incumbent],full,9,5696,3,1.219278147e-05,3.657694469e-05,2.118169285e-05,0.000526685,0.000505504
XGBoost[Raw all-history incumbent],full,10,5696,70,3.661152732e-05,0.999999523,0.012465966,0.012289326,0.000176641
XGBoost[Raw all-history incumbent] Calibration Base,sampled,1,2008,0,1.000000012e-07,1.000000012e-07,1.000000012e-07,0.0,1.000000012e-07
XGBoost[Raw all-history incumbent] Calibration Base,sampled,2,2008,0,1.000000012e-07,2.336795575e-07,1.561087652e-07,0.0,1.561087652e-07
XGBoost[Raw all-history incumbent] Calibration Base,sampled,3,2008,0,2.337045402e-07,4.741096404e-07,3.434083765e-07,0.0,3.434083765e-07
XGBoost[Raw all-history incumbent] Calibration Base,sampled,4,2008,0,4.741616806e-07,8.720573987e-07,6.56459391e-07,0.0,6.56459391e-07
XGBoost[Raw all-history incumbent] Calibration Base,sampled,5,2008,1,8.729102774e-07,1.520414116e-06,1.163497428e-06,0.000498008,0.000496844
XGBoost[Raw all-history incumbent] Calibration Base,sampled,6,2007,0,1.520599653e-06,2.608013119e-06,2.008872137e-06,0.0,2.008872137e-06
XGBoost[Raw all-history incumbent] Calibration Base,sampled,7,2007,1,2.608182285e-06,4.760815045e-06,3.567821845e-06,0.000498256,0.000494688
XGBoost[Raw all-history incumbent] Calibration Base,sampled,8,2007,2,4.762590834e-06,1.023042478e-05,6.984356513e-06,0.000996512,0.000989528
XGBoost[Raw all-history incumbent] Calibration Base,sampled,9,2007,2,1.023180994e-05,3.240980732e-05,1.834899066e-05,0.000996512,0.000978163
XGBoost[Raw all-history incumbent] Calibration Base,sampled,10,2007,69,3.241391823e-05,0.999999523,0.030873986,0.034379671,0.003505685
XGBoost[Raw all-history incumbent] Calibration Base,full,1,5697,0,1.000000012e-07,1.000000012e-07,1.000000012e-07,0.0,1.000000012e-07
XGBoost[Raw all-history incumbent] Calibration Base,full,2,5697,0,1.000000012e-07,2.323207724e-07,1.543424646e-07,0.0,1.543424646e-07
XGBoost[Raw all-history incumbent] Calibration Base,full,3,5696,0,2.324320292e-07,4.726622649e-07,3.412055417e-07,0.0,3.412055417e-07
XGBoost[Raw all-history incumbent] Calibration Base,full,4,5696,0,4.727109797e-07,8.681143413e-07,6.533257988e-07,0.0,6.533257988e-07
XGBoost[Raw all-history incumbent] Calibration Base,full,5,5696,1,8.681358281e-07,1.511639539e-06,1.161036488e-06,0.000175562,0.000174401
XGBoost[Raw all-history incumbent] Calibration Base,full,6,5696,0,1.511705818e-06,2.602819904e-06,2.011579896e-06,0.0,2.011579896e-06
XGBoost[Raw all-history incumbent] Calibration Base,full,7,5696,1,2.602941777e-06,4.732261004e-06,3.54020963e-06,0.000175562,0.000172022
XGBoost[Raw all-history incumbent] Calibration Base,full,8,5696,2,4.732721663e-06,1.005279955e-05,6.909839883e-06,0.000351124,0.000344214
XGBoost[Raw all-history incumbent] Calibration Base,full,9,5696,2,1.005291324e-05,3.063378608e-05,1.758752224e-05,0.000351124,0.000333536
XGBoost[Raw all-history incumbent] Calibration Base,full,10,5696,69,3.063869735e-05,0.999999523,0.012862631,0.012113764,0.000748867
XGBoost[Raw all-history incumbent] Calibrated,sampled,1,2008,0,0.000254932,0.000254932,0.000254932,0.0,0.000254932
XGBoost[Raw all-history incumbent] Calibrated,sampled,2,2008,0,0.000254932,0.000254932,0.000254932,0.0,0.000254932
XGBoost[Raw all-history incumbent] Calibrated,sampled,3,2008,0,0.000254932,0.000254933,0.000254933,0.0,0.000254933
XGBoost[Raw all-history incumbent] Calibrated,sampled,4,2008,0,0.000254933,0.000254934,0.000254934,0.0,0.000254934
XGBoost[Raw all-history incumbent] Calibrated,sampled,5,2008,1,0.000254934,0.000254936,0.000254935,0.000498008,0.000243073
XGBoost[Raw all-history incumbent] Calibrated,sampled,6,2007,0,0.000254936,0.00025494,0.000254938,0.0,0.000254938
XGBoost[Raw all-history incumbent] Calibrated,sampled,7,2007,1,0.00025494,0.000254946,0.000254942,0.000498256,0.000243314
XGBoost[Raw all-history incumbent] Calibrated,sampled,8,2007,2,0.000254946,0.000254962,0.000254953,0.000996512,0.00074156
XGBoost[Raw all-history incumbent] Calibrated,sampled,9,2007,2,0.000254962,0.000255029,0.000254987,0.000996512,0.000741526
XGBoost[Raw all-history incumbent] Calibrated,sampled,10,2007,69,0.000255029,0.969217648,0.028694999,0.034379671,0.005684672
XGBoost[Raw all-history incumbent] Calibrated,full,1,5697,0,0.000254932,0.000254932,0.000254932,0.0,0.000254932
XGBoost[Raw all-history incumbent] Calibrated,full,2,5697,0,0.000254932,0.000254932,0.000254932,0.0,0.000254932
XGBoost[Raw all-history incumbent] Calibrated,full,3,5696,0,0.000254932,0.000254933,0.000254933,0.0,0.000254933
XGBoost[Raw all-history incumbent] Calibrated,full,4,5696,0,0.000254933,0.000254934,0.000254934,0.0,0.000254934
XGBoost[Raw all-history incumbent] Calibrated,full,5,5696,1,0.000254934,0.000254936,0.000254935,0.000175562,7.937340404e-05
XGBoost[Raw all-history incumbent] Calibrated,full,6,5696,0,0.000254936,0.00025494,0.000254938,0.0,0.000254938
XGBoost[Raw all-history incumbent] Calibrated,full,7,5696,1,0.00025494,0.000254946,0.000254942,0.000175562,7.938051324e-05
XGBoost[Raw all-history incumbent] Calibrated,full,8,5696,2,0.000254946,0.000254962,0.000254952,0.000351124,9.617121538e-05
XGBoost[Raw all-history incumbent] Calibrated,full,9,5696,2,0.000254962,0.000255023,0.000254984,0.000351124,9.613930525e-05
XGBoost[Raw all-history incumbent] Calibrated,full,10,5696,69,0.000255023,0.969217648,0.010994991,0.012113764,0.001118773
XGBoost[Raw],sampled,1,2008,0,1.000000012e-07,5.716148621e-07,3.627365072e-07,0.0,3.627365072e-07
XGBoost[Raw],sampled,2,2008,0,5.720953595e-07,9.762183026e-07,7.666240348e-07,0.0,7.666240348e-07
XGBoost[Raw],sampled,3,2008,0,9.764576134e-07,1.47526282e-06,1.211870481e-06,0.0,1.211870481e-06
XGBoost[Raw],sampled,4,2008,0,1.475283966e-06,2.142497124e-06,1.787745551e-06,0.0,1.787745551e-06
XGBoost[Raw],sampled,5,2008,0,2.143527126e-06,3.101030416e-06,2.59372723e-06,0.0,2.59372723e-06
XGBoost[Raw],sampled,6,2007,0,3.101051107e-06,4.538169833e-06,3.767989863e-06,0.0,3.767989863e-06
XGBoost[Raw],sampled,7,2007,1,4.540385817e-06,7.079169336e-06,5.668659607e-06,0.000498256,0.000492587
XGBoost[Raw],sampled,8,2007,1,7.081795502e-06,1.253544542e-05,9.461081706e-06,0.000498256,0.000488795
XGBoost[Raw],sampled,9,2007,2,1.253706068e-05,3.109488534e-05,1.94183955e-05,0.000996512,0.000977094
XGBoost[Raw],sampled,10,2007,71,3.111390106e-05,0.999948859,0.028571845,0.035376183,0.006804338
XGBoost[Raw],full,1,5697,0,1.000000012e-07,5.648902288e-07,3.592519957e-07,0.0,3.592519957e-07
XGBoost[Raw],full,2,5697,0,5.649026207e-07,9.732307262e-07,7.62174835e-07,0.0,7.62174835e-07
XGBoost[Raw],full,3,5696,0,9.732677881e-07,1.479905791e-06,1.21134534e-06,0.0,1.21134534e-06
XGBoost[Raw],full,4,5696,0,1.479990487e-06,2.147969553e-06,1.794245289e-06,0.0,1.794245289e-06
XGBoost[Raw],full,5,5696,0,2.148071871e-06,3.123862143e-06,2.606054343e-06,0.0,2.606054343e-06
XGBoost[Raw],full,6,5696,0,3.12408838e-06,4.625134807e-06,3.820609619e-06,0.0,3.820609619e-06
XGBoost[Raw],full,7,5696,1,4.626114332e-06,7.243100299e-06,5.805500334e-06,0.000175562,0.000169756
XGBoost[Raw],full,8,5696,1,7.243238088e-06,1.25980896e-05,9.554368269e-06,0.000175562,0.000166007
XGBoost[Raw],full,9,5696,2,1.259886903e-05,3.040728916e-05,1.920054074e-05,0.000351124,0.000331923
XGBoost[Raw],full,10,5696,71,3.041523269e-05,0.999948859,0.010830957,0.012464888,0.00163393
XGBoost[Raw] Calibration Base,sampled,1,2008,0,1.000000012e-07,6.873227676e-07,4.050659183e-07,0.0,4.050659183e-07
XGBoost[Raw] Calibration Base,sampled,2,2008,0,6.875686154e-07,1.195739628e-06,9.426227046e-07,0.0,9.426227046e-07
XGBoost[Raw] Calibration Base,sampled,3,2008,0,1.195909476e-06,1.811892048e-06,1.497634116e-06,0.0,1.497634116e-06
XGBoost[Raw] Calibration Base,sampled,4,2008,0,1.812049504e-06,2.556243089e-06,2.182992659e-06,0.0,2.182992659e-06
XGBoost[Raw] Calibration Base,sampled,5,2008,0,2.559023869e-06,3.541658543e-06,3.0224226e-06,0.0,3.0224226e-06
XGBoost[Raw] Calibration Base,sampled,6,2007,1,3.543624871e-06,5.082413736e-06,4.241889751e-06,0.000498256,0.000494014
XGBoost[Raw] Calibration Base,sampled,7,2007,0,5.083611086e-06,7.743100468e-06,6.284433271e-06,0.0,6.284433271e-06
XGBoost[Raw] Calibration Base,sampled,8,2007,3,7.74525779e-06,1.318933573e-05,1.013373366e-05,0.001494768,0.001484635
XGBoost[Raw] Calibration Base,sampled,9,2007,2,1.319002604e-05,3.027748062e-05,1.978685543e-05,0.000996512,0.000976725
XGBoost[Raw] Calibration Base,sampled,10,2007,69,3.030105108e-05,0.999943733,0.028917517,0.034379671,0.005462154
XGBoost[Raw] Calibration Base,full,1,5697,0,1.000000012e-07,6.826403478e-07,4.023106173e-07,0.0,4.023106173e-07
XGBoost[Raw] Calibration Base,full,2,5697,0,6.826403478e-07,1.191563001e-06,9.391962436e-07,0.0,9.391962436e-07
XGBoost[Raw] Calibration Base,full,3,5696,0,1.191620868e-06,1.807406647e-06,1.493881359e-06,0.0,1.493881359e-06
XGBoost[Raw] Calibration Base,full,4,5696,0,1.807598096e-06,2.561279871e-06,2.174527135e-06,0.0,2.174527135e-06
XGBoost[Raw] Calibration Base,full,5,5696,0,2.561328529e-06,3.580041493e-06,3.03547833e-06,0.0,3.03547833e-06
XGBoost[Raw] Calibration Base,full,6,5696,1,3.580239763e-06,5.105790933e-06,4.278562944e-06,0.000175562,0.000171283
XGBoost[Raw] Calibration Base,full,7,5696,0,5.10688642e-06,7.83944779e-06,6.326283173e-06,0.0,6.326283173e-06
XGBoost[Raw] Calibration Base,full,8,5696,3,7.840046237e-06,1.32146306e-05,1.017137592e-05,0.000526685,0.000516514
XGBoost[Raw] Calibration Base,full,9,5696,2,1.321658237e-05,3.023711179e-05,1.974333201e-05,0.000351124,0.00033138
XGBoost[Raw] Calibration Base,full,10,5696,69,3.024553189e-05,0.999943733,0.011054122,0.012113764,0.001059642
XGBoost[Raw] Calibrated,sampled,1,2008,0,0.000299532,0.000299535,0.000299533,0.0,0.000299533
XGBoost[Raw] Calibrated,sampled,2,2008,0,0.000299535,0.000299537,0.000299536,0.0,0.000299536
XGBoost[Raw] Calibrated,sampled,3,2008,0,0.000299537,0.000299539,0.000299538,0.0,0.000299538
XGBoost[Raw] Calibrated,sampled,4,2008,0,0.000299539,0.000299542,0.000299541,0.0,0.000299541
XGBoost[Raw] Calibrated,sampled,5,2008,0,0.000299542,0.000299547,0.000299544,0.0,0.000299544
XGBoost[Raw] Calibrated,sampled,6,2007,1,0.000299547,0.000299553,0.00029955,0.000498256,0.000198707
XGBoost[Raw] Calibrated,sampled,7,2007,0,0.000299553,0.000299564,0.000299558,0.0,0.000299558
XGBoost[Raw] Calibrated,sampled,8,2007,3,0.000299564,0.000299587,0.000299574,0.001494768,0.001195194
XGBoost[Raw] Calibrated,sampled,9,2007,2,0.000299587,0.000299659,0.000299615,0.000996512,0.000696897
XGBoost[Raw] Calibrated,sampled,10,2007,69,0.00029966,0.997468203,0.028585338,0.034379671,0.005794333
XGBoost[Raw] Calibrated,full,1,5697,0,0.000299532,0.000299535,0.000299533,0.0,0.000299533
XGBoost[Raw] Calibrated,full,2,5697,0,0.000299535,0.000299537,0.000299536,0.0,0.000299536
XGBoost[Raw] Calibrated,full,3,5696,0,0.000299537,0.000299539,0.000299538,0.0,0.000299538
XGBoost[Raw] Calibrated,full,4,5696,0,0.000299539,0.000299542,0.000299541,0.0,0.000299541
XGBoost[Raw] Calibrated,full,5,5696,0,0.000299542,0.000299547,0.000299544,0.0,0.000299544
XGBoost[Raw] Calibrated,full,6,5696,1,0.000299547,0.000299553,0.00029955,0.000175562,0.000123988
XGBoost[Raw] Calibrated,full,7,5696,0,0.000299553,0.000299565,0.000299558,0.0,0.000299558
XGBoost[Raw] Calibrated,full,8,5696,3,0.000299565,0.000299587,0.000299575,0.000526685,0.000227111
XGBoost[Raw] Calibrated,full,9,5696,2,0.000299587,0.000299659,0.000299615,0.000351124,5.15086507e-05
XGBoost[Raw] Calibrated,full,10,5696,69,0.000299659,0.997468203,0.01074892,0.012113764,0.001364844
XGBoost[Raw + TabPFN embeddings],sampled,1,2008,0,3.410881106e-07,3.170227046e-06,1.996387462e-06,0.0,1.996387462e-06
XGBoost[Raw + TabPFN embeddings],sampled,2,2008,0,3.172235665e-06,5.35399613e-06,4.258329388e-06,0.0,4.258329388e-06
XGBoost[Raw + TabPFN embeddings],sampled,3,2008,0,5.354093446e-06,8.075287042e-06,6.660857865e-06,0.0,6.660857865e-06
XGBoost[Raw + TabPFN embeddings],sampled,4,2008,0,8.084040019e-06,1.178187813e-05,9.829037476e-06,0.0,9.829037476e-06
XGBoost[Raw + TabPFN embeddings],sampled,5,2008,0,1.178199273e-05,1.673008228e-05,1.401277172e-05,0.0,1.401277172e-05
XGBoost[Raw + TabPFN embeddings],sampled,6,2007,0,1.673075349e-05,2.607020724e-05,2.080416393e-05,0.0,2.080416393e-05
XGBoost[Raw + TabPFN embeddings],sampled,7,2007,0,2.60731922e-05,4.495593748e-05,3.419784104e-05,0.0,3.419784104e-05
XGBoost[Raw + TabPFN embeddings],sampled,8,2007,1,4.495765097e-05,9.225787653e-05,6.478617176e-05,0.000498256,0.00043347
XGBoost[Raw + TabPFN embeddings],sampled,9,2007,4,9.235822654e-05,0.000283811,0.000163919,0.001993024,0.001829105
XGBoost[Raw + TabPFN embeddings],sampled,10,2007,70,0.000283958,0.997357786,0.027687872,0.034877927,0.007190055
XGBoost[Raw + TabPFN embeddings],full,1,5697,0,3.410881106e-07,3.194619694e-06,1.997830527e-06,0.0,1.997830527e-06
XGBoost[Raw + TabPFN embeddings],full,2,5697,0,3.194619694e-06,5.385279565e-06,4.285432458e-06,0.0,4.285432458e-06
XGBoost[Raw + TabPFN embeddings],full,3,5696,0,5.38555696e-06,8.068866009e-06,6.660662561e-06,0.0,6.660662561e-06
XGBoost[Raw + TabPFN embeddings],full,4,5696,0,8.06893604e-06,1.173446981e-05,9.816688647e-06,0.0,9.816688647e-06
XGBoost[Raw + TabPFN embeddings],full,5,5696,0,1.173574492e-05,1.675499152e-05,1.406369391e-05,0.0,1.406369391e-05
XGBoost[Raw + TabPFN embeddings],full,6,5696,0,1.675559724e-05,2.587653398e-05,2.081930478e-05,0.0,2.081930478e-05
XGBoost[Raw + TabPFN embeddings],full,7,5696,0,2.58776472e-05,4.462137804e-05,3.404823142e-05,0.0,3.404823142e-05
XGBoost[Raw + TabPFN embeddings],full,8,5696,1,4.462175639e-05,9.139032045e-05,6.377947477e-05,0.000175562,0.000111782
XGBoost[Raw + TabPFN embeddings],full,9,5696,4,9.139972099e-05,0.000277941,0.000161316,0.000702247,0.000540931
XGBoost[Raw + TabPFN embeddings],full,10,5696,70,0.000277941,0.997357786,0.011193967,0.012289326,0.001095358
XGBoost[Raw + TabPFN embeddings] Calibration Base,sampled,1,2008,0,3.736578549e-07,3.273213906e-06,1.959691019e-06,0.0,1.959691019e-06
XGBoost[Raw + TabPFN embeddings] Calibration Base,sampled,2,2008,0,3.273244829e-06,5.932974545e-06,4.575264999e-06,0.0,4.575264999e-06
XGBoost[Raw + TabPFN embeddings] Calibration Base,sampled,3,2008,0,5.936653906e-06,9.09510436e-06,7.464844464e-06,0.0,7.464844464e-06
XGBoost[Raw + TabPFN embeddings] Calibration Base,sampled,4,2008,0,9.095771929e-06,1.289063039e-05,1.091089127e-05,0.0,1.091089127e-05
XGBoost[Raw + TabPFN embeddings] Calibration Base,sampled,5,2008,1,1.289153988e-05,1.837360105e-05,1.546229446e-05,0.000498008,0.000482546
XGBoost[Raw + TabPFN embeddings] Calibration Base,sampled,6,2007,0,1.839120159e-05,2.719740951e-05,2.229022645e-05,0.0,2.229022645e-05
XGBoost[Raw + TabPFN embeddings] Calibration Base,sampled,7,2007,0,2.72013549e-05,4.280915164e-05,3.433761167e-05,0.0,3.433761167e-05
XGBoost[Raw + TabPFN embeddings] Calibration Base,sampled,8,2007,3,4.281466317e-05,7.918869233e-05,5.807579774e-05,0.001494768,0.001436693
XGBoost[Raw + TabPFN embeddings] Calibration Base,sampled,9,2007,2,7.923303929e-05,0.000233239,0.000134253,0.000996512,0.00086226
XGBoost[Raw + TabPFN embeddings] Calibration Base,sampled,10,2007,69,0.000233351,0.997367799,0.027517164,0.034379671,0.006862507
XGBoost[Raw + TabPFN embeddings] Calibration Base,full,1,5697,0,2.284177185e-07,3.286378842e-06,1.975023372e-06,0.0,1.975023372e-06
XGBoost[Raw + TabPFN embeddings] Calibration Base,full,2,5697,0,3.287795607e-06,5.907680588e-06,4.583025981e-06,0.0,4.583025981e-06
XGBoost[Raw + TabPFN embeddings] Calibration Base,full,3,5696,0,5.90771424e-06,9.090056665e-06,7.441158642e-06,0.0,7.441158642e-06
XGBoost[Raw + TabPFN embeddings] Calibration Base,full,4,5696,0,9.09033497e-06,1.287154009e-05,1.091441455e-05,0.0,1.091441455e-05
XGBoost[Raw + TabPFN embeddings] Calibration Base,full,5,5696,1,1.28728916e-05,1.831629015e-05,1.546233294e-05,0.000175562,0.000160099
XGBoost[Raw + TabPFN embeddings] Calibration Base,full,6,5696,0,1.831686495e-05,2.695580042e-05,2.217438671e-05,0.0,2.217438671e-05
XGBoost[Raw + TabPFN embeddings] Calibration Base,full,7,5696,0,2.695742296e-05,4.259080742e-05,3.389488185e-05,0.0,3.389488185e-05
XGBoost[Raw + TabPFN embeddings] Calibration Base,full,8,5696,3,4.25920698e-05,7.968865975e-05,5.805010174e-05,0.000526685,0.000468635
XGBoost[Raw + TabPFN embeddings] Calibration Base,full,9,5696,2,7.969292346e-05,0.000232542,0.000134395,0.000351124,0.000216729
XGBoost[Raw + TabPFN embeddings] Calibration Base,full,10,5696,69,0.000232577,0.997367799,0.011430911,0.012113764,0.000682853
XGBoost[Raw + TabPFN embeddings] Calibrated,sampled,1,2008,0,0.00028962,0.000289631,0.000289626,0.0,0.000289626
XGBoost[Raw + TabPFN embeddings] Calibrated,sampled,2,2008,0,0.000289631,0.000289641,0.000289636,0.0,0.000289636
XGBoost[Raw + TabPFN embeddings] Calibrated,sampled,3,2008,0,0.000289641,0.000289654,0.000289647,0.0,0.000289647
XGBoost[Raw + TabPFN embeddings] Calibrated,sampled,4,2008,0,0.000289654,0.000289668,0.000289661,0.0,0.000289661
XGBoost[Raw + TabPFN embeddings] Calibrated,sampled,5,2008,1,0.000289668,0.00028969,0.000289678,0.000498008,0.00020833
XGBoost[Raw + TabPFN embeddings] Calibrated,sampled,6,2007,0,0.00028969,0.000289724,0.000289705,0.0,0.000289705
XGBoost[Raw + TabPFN embeddings] Calibrated,sampled,7,2007,0,0.000289724,0.000289785,0.000289752,0.0,0.000289752
XGBoost[Raw + TabPFN embeddings] Calibrated,sampled,8,2007,3,0.000289785,0.000289926,0.000289844,0.001494768,0.001204925
XGBoost[Raw + TabPFN embeddings] Calibrated,sampled,9,2007,2,0.000289926,0.000290524,0.00029014,0.000996512,0.000706373
XGBoost[Raw + TabPFN embeddings] Calibrated,sampled,10,2007,69,0.000290525,0.994562996,0.025617639,0.034379671,0.008762032
XGBoost[Raw + TabPFN embeddings] Calibrated,full,1,5697,0,0.000289619,0.000289631,0.000289626,0.0,0.000289626
XGBoost[Raw + TabPFN embeddings] Calibrated,full,2,5697,0,0.000289631,0.000289641,0.000289636,0.0,0.000289636
XGBoost[Raw + TabPFN embeddings] Calibrated,full,3,5696,0,0.000289641,0.000289654,0.000289647,0.0,0.000289647
XGBoost[Raw + TabPFN embeddings] Calibrated,full,4,5696,0,0.000289654,0.000289668,0.000289661,0.0,0.000289661
XGBoost[Raw + TabPFN embeddings] Calibrated,full,5,5696,1,0.000289668,0.00028969,0.000289678,0.000175562,0.000114117
XGBoost[Raw + TabPFN embeddings] Calibrated,full,6,5696,0,0.00028969,0.000289723,0.000289704,0.0,0.000289704
XGBoost[Raw + TabPFN embeddings] Calibrated,full,7,5696,0,0.000289723,0.000289784,0.00028975,0.0,0.00028975
XGBoost[Raw + TabPFN embeddings] Calibrated,full,8,5696,3,0.000289784,0.000289928,0.000289844,0.000526685,0.000236842
XGBoost[Raw + TabPFN embeddings] Calibrated,full,9,5696,2,0.000289928,0.000290521,0.00029014,0.000351124,6.098352981e-05
XGBoost[Raw + TabPFN embeddings] Calibrated,full,10,5696,69,0.000290522,0.994562996,0.009256064,0.012113764,0.0028577
XGBoost[Raw + TabICL embeddings],sampled,1,2008,0,1.000000012e-07,1.780497428e-06,9.404591192e-07,0.0,9.404591192e-07
XGBoost[Raw + TabICL embeddings],sampled,2,2008,0,1.780974571e-06,4.016814728e-06,2.809211507e-06,0.0,2.809211507e-06
XGBoost[Raw + TabICL embeddings],sampled,3,2008,0,4.020900178e-06,7.237534646e-06,5.564248979e-06,0.0,5.564248979e-06
XGBoost[Raw + TabICL embeddings],sampled,4,2008,0,7.239792012e-06,1.239952417e-05,9.597527013e-06,0.0,9.597527013e-06
XGBoost[Raw + TabICL embeddings],sampled,5,2008,0,1.239983158e-05,2.115055031e-05,1.631326129e-05,0.0,1.631326129e-05
XGBoost[Raw + TabICL embeddings],sampled,6,2007,2,2.11537772e-05,3.769409523e-05,2.867398208e-05,0.000996512,0.000967838
XGBoost[Raw + TabICL embeddings],sampled,7,2007,1,3.769600153e-05,7.126512355e-05,5.207748528e-05,0.000498256,0.000446179
XGBoost[Raw + TabICL embeddings],sampled,8,2007,0,7.133230247e-05,0.000155708,0.000105777,0.0,0.000105777
XGBoost[Raw + TabICL embeddings],sampled,9,2007,0,0.00015576,0.000515119,0.000284382,0.0,0.000284382
XGBoost[Raw + TabICL embeddings],sampled,10,2007,72,0.000515204,0.999549806,0.034926158,0.035874439,0.000948282
XGBoost[Raw + TabICL embeddings],full,1,5697,0,1.000000012e-07,1.798558515e-06,9.474124322e-07,0.0,9.474124322e-07
XGBoost[Raw + TabICL embeddings],full,2,5697,0,1.798769404e-06,4.056384114e-06,2.837531511e-06,0.0,2.837531511e-06
XGBoost[Raw + TabICL embeddings],full,3,5696,0,4.057416845e-06,7.349370208e-06,5.623838003e-06,0.0,5.623838003e-06
XGBoost[Raw + TabICL embeddings],full,4,5696,0,7.352083685e-06,1.261316356e-05,9.751033162e-06,0.0,9.751033162e-06
XGBoost[Raw + TabICL embeddings],full,5,5696,0,1.261517264e-05,2.189000043e-05,1.678119842e-05,0.0,1.678119842e-05
XGBoost[Raw + TabICL embeddings],full,6,5696,2,2.189256884e-05,3.829263733e-05,2.935728325e-05,0.000351124,0.000321766
